experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
100_71,100,MBbyMB,True,[],['42'],20102
100_72,100,locpc,False,,"['48', '77']",1989
100_72,100,ldecc,True,[],"['48', '77']",9696
100_72,100,CMB,True,['75'],"['48', '77']",15841
100_72,100,MBbyMB,True,"['18', '77']","['48', '77']",15229
100_73,100,locpc,False,,"['25', '34', '90']",756
100_73,100,ldecc,False,,"['25', '34', '90']",15156
100_73,100,CMB,True,"['25', '34', '67', '86']","['25', '34', '90']",5915
100_73,100,MBbyMB,True,"['25', '34', '73', '67', '50', '60']","['25', '34', '90']",5975
100_74,100,locpc,True,['69'],['69'],2352
100_74,100,ldecc,True,"['66', '69']",['69'],2111
100_74,100,CMB,True,[],['69'],9653
100_74,100,MBbyMB,True,"['63', '79', '69']",['69'],4776
100_75,100,locpc,True,['76'],"['24', '76']",1783
100_75,100,ldecc,True,"['24', '76']","['24', '76']",3815
100_75,100,CMB,True,"['76', '24', '15']","['24', '76']",1461
100_75,100,MBbyMB,True,"['23', '76', '24']","['24', '76']",4372
100_76,100,locpc,False,,"['12', '22', '81']",3372
100_76,100,ldecc,True,[],"['12', '22', '81']",14297
100_76,100,CMB,True,"['17', '28', '70', '12', '5', '93']","['12', '22', '81']",12338
100_76,100,MBbyMB,True,"['17', '28']","['12', '22', '81']",13942
100_77,100,locpc,True,"['51', '7', '62', '68']",['68'],1665
100_77,100,ldecc,False,,['68'],14215
100_77,100,CMB,True,"['62', '98', '25', '68', '51']",['68'],7665
100_77,100,MBbyMB,True,"['6', '32', '62', '80', '97', '68']",['68'],9607
100_78,100,locpc,True,"['61', '66']","['1', '61', '66']",1351
100_78,100,ldecc,True,"['1', '61', '66']","['1', '61', '66']",9649
100_78,100,CMB,True,"['58', '61', '73', '10', '24', '2', '96', '34']","['1', '61', '66']",30667
100_78,100,MBbyMB,True,"['7', '21', '50', '58', '61', '84', '10', '24', '75', '91', '34']","['1', '61', '66']",34522
100_79,100,locpc,True,[],"['17', '32']",6381
100_79,100,ldecc,True,[],"['17', '32']",9781
100_79,100,CMB,True,['75'],"['17', '32']",13462
100_79,100,MBbyMB,True,"['47', '93', '51', '75']","['17', '32']",11689
100_80,100,locpc,True,"['99', '59']",['53'],1677
100_80,100,ldecc,True,[],['53'],9827
100_80,100,CMB,True,['6'],['53'],20154
100_80,100,MBbyMB,True,"['6', '57', '99']",['53'],17298
100_81,100,locpc,True,"['40', '38']","['14', '38']",2742
100_81,100,ldecc,True,[],"['14', '38']",10275
100_81,100,CMB,True,"['14', '60', '13']","['14', '38']",5750
100_81,100,MBbyMB,True,"['26', '36', '42', '14', '60']","['14', '38']",13271
100_82,100,locpc,True,['34'],['34'],3654
100_82,100,ldecc,True,['23'],['34'],11232
100_82,100,CMB,True,"['23', '51', '19', '90', '45', '85', '56', '3', '16']",['34'],42386
100_82,100,MBbyMB,True,[],['34'],56996
100_83,100,locpc,True,[],"['18', '79']",214
100_83,100,ldecc,True,[],"['18', '79']",323
100_83,100,CMB,True,['82'],"['18', '79']",8653
100_83,100,MBbyMB,True,"['79', '49']","['18', '79']",5990
100_84,100,locpc,True,"['45', '25', '41']",['41'],4457
100_84,100,ldecc,True,"['45', '41']",['41'],3470
100_84,100,CMB,True,['67'],['41'],11522
100_84,100,MBbyMB,True,"['5', '90', '41']",['41'],8218
100_85,100,locpc,True,[],['64'],1615
100_85,100,ldecc,True,"['80', '64']",['64'],5899
100_85,100,CMB,True,['69'],['64'],8058
100_85,100,MBbyMB,True,"['62', '94', '66', '64']",['64'],9720
100_86,100,locpc,True,['37'],"['37', '72']",2768
100_86,100,ldecc,True,"['37', '72', '52']","['37', '72']",9519
100_86,100,CMB,True,[],"['37', '72']",15530
100_86,100,MBbyMB,True,"['37', '58', '47']","['37', '72']",3482
100_87,100,locpc,True,[],['34'],197
100_87,100,ldecc,True,"['54', '34', '88', '75']",['34'],8450
100_87,100,CMB,True,"['54', '88', '75']",['34'],4165
100_87,100,MBbyMB,True,"['54', '67', '75', '65']",['34'],4286
100_88,100,locpc,False,,"['81', '95']",2729
100_88,100,ldecc,True,"['81', '95']","['81', '95']",1260
100_88,100,CMB,True,"['81', '53']","['81', '95']",131
100_88,100,MBbyMB,True,"['81', '53']","['81', '95']",2285
100_89,100,locpc,True,[],"['13', '15', '79']",6984
100_89,100,ldecc,True,[],"['13', '15', '79']",16356
100_89,100,CMB,True,"['13', '28', '19', '45', '66']","['13', '15', '79']",6839
100_89,100,MBbyMB,True,"['13', '34']","['13', '15', '79']",11032
100_90,100,locpc,True,['83'],"['21', '83']",5997
100_90,100,ldecc,True,"['21', '83']","['21', '83']",4180
100_90,100,CMB,True,"['95', '83', '21']","['21', '83']",5503
100_90,100,MBbyMB,True,"['95', '99', '67', '4', '83', '20', '16', '21', '74']","['21', '83']",10744
100_91,100,locpc,False,,"['27', '48']",1623
100_91,100,ldecc,False,,"['27', '48']",14146
100_91,100,CMB,True,"['16', '20', '51']","['27', '48']",3838
100_91,100,MBbyMB,True,[],"['27', '48']",5222
100_92,100,locpc,True,['8'],"['8', '72']",2354
100_92,100,ldecc,True,"['72', '8']","['8', '72']",575
100_92,100,CMB,True,"['67', '97', '16', '32', '94']","['8', '72']",11602
100_92,100,MBbyMB,True,[],"['8', '72']",14657
100_93,100,locpc,True,"['45', '88']",['45'],1397
100_93,100,ldecc,True,[],['45'],9680
100_93,100,CMB,True,"['84', '61', '37']",['45'],560
100_93,100,MBbyMB,True,['84'],['45'],7358
100_94,100,locpc,True,"['17', '14', '78', '15', '39']","['15', '39']",1427
100_94,100,ldecc,False,,"['15', '39']",14196
100_94,100,CMB,True,"['14', '44', '16', '93', '62', '80', '36', '66']","['15', '39']",29315
100_94,100,MBbyMB,True,"['78', '87', '62', '80']","['15', '39']",30651
100_95,100,locpc,True,['81'],"['40', '81']",4362
100_95,100,ldecc,True,"['81', '40']","['40', '81']",14422
100_95,100,CMB,True,"['36', '71', '40', '59', '69', '8']","['40', '81']",8851
100_95,100,MBbyMB,True,"['34', '36', '56', '47', '40', '59', '69', '8']","['40', '81']",11169
100_96,100,locpc,True,[],"['5', '54']",2134
100_96,100,ldecc,True,"['54', '5']","['5', '54']",1729
100_96,100,CMB,True,['16'],"['5', '54']",22508
100_96,100,MBbyMB,True,"['68', '4', '93', '53', '61', '46', '54', '76', '72']","['5', '54']",19171
100_97,100,locpc,False,,"['72', '87']",17278
100_97,100,ldecc,True,[],"['72', '87']",9642
100_97,100,CMB,True,"['32', '72', '2', '48']","['72', '87']",4548
100_97,100,MBbyMB,True,"['32', '72', '85']","['72', '87']",6869
100_98,100,locpc,True,['78'],"['13', '78']",5782
100_98,100,ldecc,True,"['13', '78', '40']","['13', '78']",9247
100_98,100,CMB,True,"['79', '31', '42', '13', '50', '20']","['13', '78']",6234
100_98,100,MBbyMB,True,"['13', '50']","['13', '78']",13397
100_99,100,locpc,True,['83'],['83'],3212
100_99,100,ldecc,False,,['83'],17054
100_99,100,CMB,True,['56'],['83'],15813
100_99,100,MBbyMB,True,[],['83'],11682
150_0,150,locpc,True,[],['115'],2779
150_0,150,ldecc,True,"['115', '113']",['115'],26230
150_0,150,CMB,True,"['82', '121', '148', '85', '69', '8']",['115'],23293
150_0,150,MBbyMB,True,"['85', '126']",['115'],26708
150_1,150,locpc,True,['19'],"['19', '147']",6085
150_1,150,ldecc,True,"['19', '77', '147']","['19', '147']",12456
150_1,150,CMB,True,"['19', '142', '77']","['19', '147']",8551
150_1,150,MBbyMB,True,"['0', '48', '84', '52', '19']","['19', '147']",11817
150_2,150,locpc,True,[],['130'],9850
150_2,150,ldecc,True,"['130', '131', '52']",['130'],9154
150_2,150,CMB,True,['10'],['130'],107722
150_2,150,MBbyMB,True,"['16', '52']",['130'],36021
150_3,150,locpc,True,"['127', '73', '47']","['73', '127']",3532
150_3,150,ldecc,True,"['47', '127', '73']","['73', '127']",3442
150_3,150,CMB,True,[],"['73', '127']",22252
150_3,150,MBbyMB,True,"['102', '73', '23', '128', '91']","['73', '127']",9622
150_4,150,locpc,True,"['133', '72']","['72', '133']",4342
150_4,150,ldecc,True,"['133', '72', '89']","['72', '133']",10095
150_4,150,CMB,True,"['72', '95', '131', '89', '103']","['72', '133']",22114
150_4,150,MBbyMB,True,"['27', '144', '92', '72', '95', '143', '103', '101']","['72', '133']",34264
150_5,150,locpc,True,[],"['11', '75']",227
150_5,150,ldecc,True,[],"['11', '75']",36247
150_5,150,CMB,True,['126'],"['11', '75']",118156
150_5,150,MBbyMB,True,"['42', '98', '91', '116']","['11', '75']",34106
150_6,150,locpc,False,,"['37', '144']",3092
150_6,150,ldecc,True,"['37', '134']","['37', '144']",1068
150_6,150,CMB,True,"['143', '144', '9', '101', '134', '20']","['37', '144']",27558
150_6,150,MBbyMB,True,"['143', '144', '120', '32', '28', '9', '106', '62', '134', '20']","['37', '144']",42398
150_7,150,locpc,False,,['94'],6230
150_7,150,ldecc,True,"['94', '96']",['94'],2777
150_7,150,CMB,True,['96'],['94'],66274
150_7,150,MBbyMB,True,"['94', '28', '96', '139']",['94'],8571
150_8,150,locpc,False,,['73'],3628
150_8,150,ldecc,False,,['73'],37543
150_8,150,CMB,True,"['36', '78', '73', '80']",['73'],12896
150_8,150,MBbyMB,True,"['78', '85', '73', '48', '80', '92']",['73'],16915
150_9,150,locpc,True,"['14', '100', '113', '45']",['100'],1836
150_9,150,ldecc,True,"['45', '113']",['100'],5825
150_9,150,CMB,True,"['37', '14', '101', '100', '113']",['100'],28982
150_9,150,MBbyMB,True,"['35', '37', '42', '98', '145', '30', '95', '14', '101', '19', '100']",['100'],34222
150_10,150,locpc,True,[],"['39', '93', '148']",316
150_10,150,ldecc,True,[],"['39', '93', '148']",35767
150_10,150,CMB,True,"['21', '115', '7', '53']","['39', '93', '148']",13392
150_10,150,MBbyMB,True,"['21', '112', '84', '115', '70', '57', '53']","['39', '93', '148']",22674
150_11,150,locpc,True,[],['0'],2054
150_11,150,ldecc,False,,['0'],35385
150_11,150,CMB,True,"['7', '122', '82']",['0'],15035
150_11,150,MBbyMB,True,[],['0'],16602
150_12,150,locpc,True,"['90', '115', '139', '37', '27', '146']","['37', '90']",9005
